1024 768 8
0,0.375000,0.000000,0.125000 
1,0.250000,0.125000,0.250000 
2,0.000000,0.000000,0.625000 
3,0.375000,0.625000,0.375000 
4,0.750000,0.625000,0.625000 
5,0.125000,0.375000,0.250000 
6,0.250000,0.125000,0.375000 
7,0.000000,0.625000,0.000000 
8,0.750000,0.000000,0.625000 
9,0.500000,0.625000,0.375000 
10,0.750000,0.125000,0.500000 
11,0.625000,0.250000,0.375000 
12,0.750000,0.250000,0.125000 
13,0.500000,0.375000,0.750000 
14,0.625000,0.250000,0.500000 
15,0.500000,0.250000,0.750000 
16,0.500000,0.500000,0.000000 
17,0.625000,0.250000,0.625000 
18,0.625000,0.750000,0.375000 
19,0.250000,0.500000,0.125000 
20,0.625000,0.125000,0.375000 
21,0.125000,0.750000,0.000000 
22,0.750000,0.000000,0.375000 
23,0.500000,0.250000,0.625000 
24,0.125000,0.500000,0.250000 
25,0.125000,0.250000,0.375000 
26,0.500000,0.000000,0.250000 
27,0.000000,0.000000,0.500000 
28,0.125000,0.750000,0.750000 
29,0.250000,0.750000,0.750000 
30,0.000000,0.750000,0.375000 
31,0.625000,0.125000,0.250000 
32,0.750000,0.750000,0.250000 
33,0.375000,0.125000,0.500000 
34,0.125000,0.250000,0.125000 
35,0.250000,0.125000,0.125000 
36,0.375000,0.625000,0.000000 
37,0.625000,0.625000,0.000000 
38,0.125000,0.500000,0.750000 
39,0.625000,0.500000,0.250000 
40,0.000000,0.375000,0.125000 
41,0.375000,0.500000,0.250000 
42,0.625000,0.750000,0.250000 
43,0.750000,0.000000,0.125000 
44,0.750000,0.375000,0.500000 
45,0.250000,0.500000,0.000000 
46,0.750000,0.125000,0.625000 
47,0.000000,0.750000,0.250000 
48,0.125000,0.000000,0.500000 
49,0.000000,0.125000,0.125000 
50,0.125000,0.750000,0.625000 
51,0.375000,0.250000,0.250000 
52,0.000000,0.250000,0.250000 
53,0.750000,0.750000,0.750000 
54,0.500000,0.250000,0.375000 
55,0.500000,0.625000,0.750000 
56,0.250000,0.375000,0.375000 
57,0.375000,0.250000,0.125000 
58,0.625000,0.250000,0.250000 
59,0.125000,0.625000,0.250000 
60,0.375000,0.375000,0.250000 
61,0.250000,0.125000,0.625000 
62,0.125000,0.625000,0.000000 
63,0.625000,0.750000,0.125000 
64,0.250000,0.625000,0.500000 
65,0.125000,0.375000,0.375000 
66,0.375000,0.000000,0.500000 
67,0.375000,0.250000,0.625000 
68,0.125000,0.500000,0.500000 
69,0.250000,0.750000,0.250000 
70,0.750000,0.125000,0.375000 
71,0.375000,0.250000,0.750000 
72,0.750000,0.500000,0.500000 
73,0.250000,0.625000,0.750000 
74,0.000000,0.750000,0.000000 
75,0.125000,0.500000,0.375000 
76,0.375000,0.375000,0.000000 
77,0.750000,0.625000,0.500000 
78,0.750000,0.375000,0.625000 
79,0.250000,0.750000,0.625000 
80,0.250000,0.375000,0.000000 
81,0.250000,0.375000,0.625000 
82,0.250000,0.500000,0.500000 
83,0.750000,0.750000,0.125000 
84,0.250000,0.000000,0.750000 
85,0.000000,0.750000,0.625000 
86,0.625000,0.625000,0.125000 
87,0.750000,0.625000,0.375000 
88,0.625000,0.625000,0.750000 
89,0.125000,0.125000,0.375000 
90,0.750000,0.625000,0.000000 
91,0.625000,0.750000,0.500000 
92,0.125000,0.250000,0.500000 
93,0.625000,0.750000,0.000000 
94,0.375000,0.125000,0.750000 
95,0.000000,0.625000,0.500000 
96,0.125000,0.250000,0.000000 
97,0.375000,0.000000,0.000000 
98,0.750000,0.125000,0.125000 
99,0.250000,0.625000,0.000000 
100,0.375000,0.250000,0.500000 
101,0.250000,0.625000,0.125000 
102,0.250000,0.625000,0.625000 
103,0.625000,0.375000,0.125000 
104,0.250000,0.625000,0.375000 
105,0.250000,0.500000,0.250000 
106,0.750000,0.000000,0.500000 
107,0.750000,0.125000,0.750000 
108,0.125000,0.375000,0.500000 
109,0.125000,0.125000,0.750000 
110,0.375000,0.750000,0.500000 
111,0.625000,0.500000,0.500000 
112,0.500000,0.625000,0.500000 
113,0.625000,0.000000,0.625000 
114,0.500000,0.250000,0.500000 
115,0.375000,0.375000,0.500000 
116,0.625000,0.625000,0.250000 
117,0.000000,0.375000,0.500000 
118,0.500000,0.125000,0.250000 
119,0.250000,0.250000,0.625000 
120,0.250000,0.375000,0.500000 
121,0.750000,0.250000,0.000000 
122,0.125000,0.625000,0.125000 
123,0.625000,0.125000,0.750000 
124,0.625000,0.250000,0.750000 
125,0.625000,0.500000,0.000000 
126,0.500000,0.625000,0.125000 
127,0.250000,0.375000,0.125000 
128,0.125000,0.750000,0.500000 
129,0.375000,0.625000,0.250000 
130,0.750000,0.500000,0.250000 
131,0.375000,0.375000,0.750000 
132,0.000000,0.500000,0.500000 
133,0.375000,0.000000,0.625000 
134,0.250000,0.000000,0.250000 
135,0.625000,0.000000,0.500000 
