1024 768 10
0,0.800000,0.000000,0.700000 
1,0.000000,0.700000,0.100000 
2,0.300000,0.400000,0.000000 
3,0.000000,0.600000,0.600000 
4,0.300000,0.700000,0.600000 
5,0.600000,0.500000,0.500000 
6,0.000000,0.300000,0.300000 
7,0.600000,0.800000,0.500000 
8,0.100000,0.400000,0.300000 
9,0.200000,0.200000,0.100000 
10,0.800000,0.200000,0.800000 
11,0.700000,0.200000,0.600000 
12,0.600000,0.300000,0.800000 
13,0.600000,0.200000,0.400000 
14,0.200000,0.500000,0.200000 
15,0.600000,0.100000,0.700000 
16,0.100000,0.100000,0.800000 
17,0.200000,0.500000,0.700000 
18,0.700000,0.500000,0.200000 
19,0.000000,0.500000,0.300000 
20,0.100000,0.500000,0.500000 
21,0.800000,0.300000,0.500000 
22,0.300000,0.500000,0.800000 
23,0.700000,0.500000,0.500000 
24,0.700000,0.200000,0.400000 
25,0.300000,0.300000,0.500000 
26,0.800000,0.200000,0.200000 
27,0.000000,0.200000,0.800000 
28,0.300000,0.100000,0.400000 
29,0.800000,0.000000,0.500000 
30,0.200000,0.400000,0.300000 
31,0.800000,0.500000,0.600000 
32,0.600000,0.100000,0.200000 
33,0.200000,0.800000,0.500000 
34,0.400000,0.200000,0.600000 
35,0.000000,0.300000,0.100000 
36,0.600000,0.300000,0.300000 
37,0.800000,0.600000,0.400000 
38,0.100000,0.300000,0.500000 
39,0.400000,0.500000,0.700000 
40,0.700000,0.200000,0.100000 
41,0.500000,0.800000,0.200000 
42,0.500000,0.800000,0.100000 
43,0.800000,0.300000,0.100000 
44,0.600000,0.100000,0.500000 
45,0.500000,0.800000,0.800000 
46,0.800000,0.600000,0.200000 
47,0.200000,0.300000,0.600000 
48,0.400000,0.400000,0.000000 
49,0.700000,0.800000,0.300000 
50,0.500000,0.400000,0.500000 
51,0.600000,0.700000,0.500000 
52,0.800000,0.400000,0.400000 
53,0.700000,0.300000,0.800000 
54,0.000000,0.700000,0.000000 
55,0.300000,0.300000,0.600000 
56,0.200000,0.000000,0.100000 
57,0.200000,0.000000,0.400000 
58,0.800000,0.500000,0.800000 
59,0.600000,0.300000,0.500000 
60,0.300000,0.200000,0.600000 
61,0.800000,0.200000,0.100000 
62,0.200000,0.700000,0.300000 
63,0.800000,0.500000,0.100000 
64,0.600000,0.800000,0.300000 
65,0.400000,0.100000,0.300000 
66,0.500000,0.300000,0.400000 
67,0.800000,0.000000,0.000000 
68,0.700000,0.400000,0.100000 
69,0.200000,0.400000,0.800000 
70,0.100000,0.600000,0.200000 
71,0.000000,0.500000,0.700000 
72,0.300000,0.400000,0.400000 
73,0.200000,0.200000,0.300000 
74,0.500000,0.400000,0.300000 
75,0.000000,0.700000,0.400000 
76,0.200000,0.600000,0.500000 
77,0.000000,0.300000,0.000000 
78,0.100000,0.500000,0.300000 
79,0.800000,0.600000,0.000000 
80,0.100000,0.200000,0.700000 
81,0.800000,0.300000,0.200000 
82,0.300000,0.600000,0.200000 
83,0.700000,0.000000,0.400000 
84,0.800000,0.700000,0.100000 
85,0.300000,0.000000,0.700000 
86,0.800000,0.000000,0.800000 
87,0.800000,0.800000,0.800000 
88,0.600000,0.700000,0.200000 
89,0.700000,0.800000,0.200000 
90,0.500000,0.700000,0.600000 
91,0.600000,0.000000,0.100000 
92,0.600000,0.500000,0.100000 
93,0.200000,0.400000,0.000000 
94,0.300000,0.700000,0.000000 
95,0.800000,0.100000,0.800000 
96,0.100000,0.000000,0.500000 
97,0.100000,0.000000,0.000000 
98,0.300000,0.600000,0.500000 
99,0.000000,0.100000,0.500000 
100,0.100000,0.700000,0.300000 
101,0.800000,0.800000,0.200000 
102,0.200000,0.600000,0.400000 
103,0.500000,0.700000,0.800000 
104,0.800000,0.600000,0.600000 
105,0.600000,0.100000,0.300000 
106,0.300000,0.800000,0.200000 
107,0.800000,0.800000,0.100000 
108,0.800000,0.000000,0.600000 
109,0.200000,0.600000,0.600000 
110,0.200000,0.300000,0.500000 
111,0.700000,0.700000,0.100000 
112,0.400000,0.000000,0.700000 
113,0.600000,0.600000,0.400000 
114,0.300000,0.300000,0.100000 
115,0.100000,0.800000,0.200000 
